transaction_id,timestamp,customer_id,amount_aed,transaction_type,merchant_category,channel,city,country,device_id,high_amount_flag,is_fraud
T0003326,08-06-2025 01:37,C00850,530.77,ONLINE,Utilities,Web,Sharjah,AE,DEV235565,0,0
T0008082,08-06-2025 01:39,C00933,125.48,POS,Travel,Web,Dubai,AE,DEV875771,0,0
T0000889,08-06-2025 01:48,C00598,147.6,POS,Grocery,Mobile,Ras Al Khaimah,AE,DEV290833,0,0
T0008945,08-06-2025 01:55,C00961,317.3,BILL_PAYMENT,Travel,Mobile,Dubai,AE,DEV915898,0,0
T0001737,08-06-2025 02:19,C00976,573.26,ATM,Fuel,Mobile,Abu Dhabi,AE,DEV425641,0,0
T0009430,08-06-2025 02:36,C00356,338.15,ATM,Restaurants,Web,Abu Dhabi,AE,DEV313224,0,0
T0002513,08-06-2025 02:37,C00114,216.4,POS,Restaurants,ATM,Dubai,AE,DEV785610,0,0
T0007920,08-06-2025 03:31,C00157,160.52,BILL_PAYMENT,Grocery,Mobile,Dubai,AE,DEV237869,0,0
T0005957,08-06-2025 03:45,C00036,913.37,ATM,Healthcare,Web,Abu Dhabi,AE,DEV850985,0,0
T0007495,08-06-2025 03:49,C00191,258.24,POS,Restaurants,Web,Ras Al Khaimah,AE,DEV169409,0,0
T0007979,08-06-2025 03:52,C00983,378.73,ONLINE,Healthcare,Mobile,Sharjah,AE,DEV701328,0,0
T0008782,08-06-2025 04:48,C00737,262.84,POS,Fashion,Mobile,Abu Dhabi,AE,DEV988079,0,0
T0005269,08-06-2025 04:53,C00515,74.75,TRANSFER_IN,Entertainment,Mobile,Abu Dhabi,US,DEV881255,0,0
T0001436,08-06-2025 05:13,C00269,302.93,POS,Entertainment,Web,Dubai,AE,DEV806105,0,0
T0009746,08-06-2025 05:54,C00624,318.29,ONLINE,Grocery,Web,Dubai,UK,DEV557376,0,0
T0003619,08-06-2025 06:08,C00384,651.62,POS,Entertainment,Web,Dubai,AE,DEV418224,0,1
T0005565,08-06-2025 06:27,C00690,225,POS,Fuel,Web,Abu Dhabi,AE,DEV726884,0,0
T0009281,08-06-2025 06:43,C00053,527.19,ONLINE,Fuel,Mobile,Ajman,AE,DEV671067,0,0
T0005441,08-06-2025 06:59,C00084,221.3,POS,Restaurants,Web,Ajman,AE,DEV351068,0,0
T0006803,08-06-2025 07:03,C00909,252.67,POS,Restaurants,Web,Dubai,AE,DEV281260,0,0
T0009417,08-06-2025 07:13,C00008,178.51,POS,Education,ATM,Dubai,AE,DEV311705,0,0
T0009505,08-06-2025 07:23,C00179,208.36,ONLINE,Healthcare,ATM,Abu Dhabi,AE,DEV894676,0,0
T0004963,08-06-2025 07:36,C00129,1348.2,POS,Restaurants,Web,Dubai,AE,DEV213518,0,0
T0002509,08-06-2025 08:45,C00483,1309.61,POS,Healthcare,Mobile,Ras Al Khaimah,AE,DEV273030,0,0
T0004327,08-06-2025 09:08,C00924,23.7,ONLINE,Grocery,Mobile,Dubai,AE,DEV916157,0,0
T0000390,08-06-2025 09:24,C00209,414.99,POS,Utilities,ATM,Dubai,AE,DEV750393,0,0
T0000505,08-06-2025 10:50,C00317,150.81,TRANSFER_OUT,Electronics,Mobile,Dubai,AE,DEV711927,0,0
T0005857,08-06-2025 11:04,C00693,115.54,BILL_PAYMENT,Utilities,Mobile,Dubai,AE,DEV991024,0,0
T0006197,08-06-2025 11:27,C00722,221.55,POS,Electronics,Mobile,Dubai,AE,DEV953173,0,0
T0001162,08-06-2025 11:30,C00174,417.49,ONLINE,Restaurants,ATM,Dubai,AE,DEV136356,0,0
T0005009,08-06-2025 11:33,C00096,56.44,POS,Utilities,Mobile,Dubai,AE,DEV304217,0,0
T0006567,08-06-2025 11:50,C00297,312.79,BILL_PAYMENT,Healthcare,Web,Abu Dhabi,AE,DEV644255,0,0
T0006969,08-06-2025 13:54,C00256,410.16,ATM,Grocery,Mobile,Dubai,AE,DEV969591,0,0
T0009669,08-06-2025 13:55,C00385,23.02,BILL_PAYMENT,Fashion,ATM,Abu Dhabi,AE,DEV202821,0,0
T0006336,08-06-2025 14:00,C00518,615.49,TRANSFER_IN,Travel,Mobile,Abu Dhabi,AE,DEV127159,0,0
T0003875,08-06-2025 14:08,C00571,23.27,POS,Utilities,Mobile,Dubai,AE,DEV317416,0,0
T0001160,08-06-2025 14:25,C00605,36.71,POS,Education,Mobile,Dubai,AE,DEV426896,0,0
T0003007,08-06-2025 14:39,C00942,193.97,ATM,Fashion,Mobile,Fujairah,AE,DEV251674,0,0
T0000942,08-06-2025 14:46,C00189,392.4,POS,Healthcare,Web,Dubai,AE,DEV975514,0,0
T0001635,08-06-2025 15:51,C00255,585.36,ONLINE,Healthcare,ATM,Fujairah,AE,DEV648496,0,0
T0002360,08-06-2025 16:05,C00167,326.39,ONLINE,Utilities,ATM,Dubai,AE,DEV435806,0,0
T0006929,08-06-2025 16:44,C00077,67.17,ONLINE,Grocery,Web,Sharjah,AE,DEV588184,0,0
T0005602,08-06-2025 16:49,C00496,261.48,TRANSFER_OUT,Travel,Web,Al Ain,AE,DEV220124,0,0
T0003451,08-06-2025 16:51,C00765,28.43,ATM,Restaurants,Mobile,Dubai,AE,DEV127934,0,0
T0002782,08-06-2025 16:56,C00522,123.88,TRANSFER_IN,Electronics,Mobile,Ras Al Khaimah,AE,DEV874699,0,0
T0002027,08-06-2025 17:07,C00054,1161.05,ONLINE,Utilities,ATM,Abu Dhabi,AE,DEV916059,0,0
T0001429,08-06-2025 17:12,C00157,507.87,POS,Fuel,Web,Fujairah,AE,DEV629219,0,0
T0008966,08-06-2025 17:59,C00984,1116.35,POS,Restaurants,Web,Ajman,AE,DEV182922,0,0
T0005922,08-06-2025 18:28,C00693,60.35,POS,Healthcare,Mobile,Fujairah,AE,DEV331536,0,0
T0004448,08-06-2025 19:40,C00418,62.74,ONLINE,Fashion,Mobile,Umm Al Quwain,US,DEV672066,0,0
T0008106,08-06-2025 19:55,C00712,609.85,ATM,Restaurants,Mobile,Ras Al Khaimah,AE,DEV473075,0,0
T0004769,08-06-2025 20:25,C00423,285.77,POS,Electronics,Web,Ras Al Khaimah,AE,DEV321098,0,0
T0007727,08-06-2025 20:27,C00081,561.16,ONLINE,Fashion,ATM,Abu Dhabi,UK,DEV588837,0,0
T0003723,08-06-2025 20:52,C00790,17.7,TRANSFER_OUT,Fashion,POS,Abu Dhabi,SA,DEV756423,0,0
T0002239,08-06-2025 21:09,C00702,80.1,ONLINE,Healthcare,Web,Sharjah,AE,DEV411521,0,0
T0002700,08-06-2025 21:43,C00231,478.94,ONLINE,Grocery,Mobile,Abu Dhabi,AE,DEV978755,0,1
T0009639,08-06-2025 21:55,C00769,1189.54,BILL_PAYMENT,Education,Mobile,Sharjah,PK,DEV478787,0,0
T0009025,08-06-2025 22:12,C00655,74.99,ONLINE,Travel,Web,Abu Dhabi,AE,DEV532846,0,0
T0000519,08-06-2025 22:19,C00957,375.55,TRANSFER_IN,Fashion,Mobile,Abu Dhabi,AE,DEV114754,0,0
T0006476,08-06-2025 22:58,C00665,179.75,ONLINE,Electronics,Web,Dubai,AE,DEV974502,0,0
T0004878,08-06-2025 23:07,C00650,760.36,ONLINE,Utilities,ATM,Ras Al Khaimah,AE,DEV638461,0,0
T0000790,08-06-2025 23:31,C00981,1164.49,ATM,Restaurants,Web,Abu Dhabi,AE,DEV348417,0,0
T0009055,09-06-2025 00:34,C00171,845.05,ATM,Restaurants,Mobile,Dubai,PH,DEV197725,0,0
T0004781,09-06-2025 01:40,C00170,515.95,POS,Grocery,ATM,Ras Al Khaimah,AE,DEV340044,0,0
T0007245,09-06-2025 02:11,C00139,186.68,POS,Healthcare,Web,Sharjah,AE,DEV483551,0,0
T0002924,09-06-2025 02:50,C00495,512.01,ONLINE,Fuel,Mobile,Ajman,AE,DEV290294,0,0
T0001562,09-06-2025 02:55,C00796,1059.11,POS,Grocery,Web,Dubai,IN,DEV650954,0,0
T0000096,09-06-2025 03:11,C00454,53.86,ONLINE,Grocery,ATM,Abu Dhabi,AE,DEV454368,0,0
T0007089,09-06-2025 03:11,C00497,517.68,POS,Entertainment,Web,Dubai,AE,DEV448106,0,0
T0009392,09-06-2025 03:23,C00459,481.09,POS,Utilities,Web,Dubai,AE,DEV833762,0,0
T0007958,09-06-2025 03:51,C00319,668.27,POS,Fuel,Mobile,Abu Dhabi,OM,DEV275137,0,0
T0008933,09-06-2025 04:10,C00634,187.39,TRANSFER_IN,Fuel,Web,Abu Dhabi,AE,DEV270918,0,0
T0008517,09-06-2025 04:34,C00955,524.54,POS,Fuel,Mobile,Abu Dhabi,AE,DEV888724,0,0
T0002067,09-06-2025 04:57,C00532,385.54,POS,Education,Mobile,Ajman,AE,DEV737481,0,0
T0000995,09-06-2025 05:35,C00562,404.08,POS,Healthcare,Web,Ajman,AE,DEV378805,0,0
T0009485,09-06-2025 06:58,C00561,58.73,POS,Electronics,Mobile,Abu Dhabi,AE,DEV989643,0,0
T0005130,09-06-2025 07:46,C00965,1017.15,ATM,Healthcare,Mobile,Dubai,AE,DEV802329,0,0
T0006536,09-06-2025 08:47,C00250,290.98,TRANSFER_OUT,Entertainment,Mobile,Dubai,AE,DEV638416,0,0
T0006613,09-06-2025 09:31,C00381,204.7,POS,Fashion,ATM,Dubai,AE,DEV979854,0,0
T0007579,09-06-2025 09:50,C00922,110.06,TRANSFER_OUT,Fashion,Mobile,Dubai,AE,DEV132364,0,0
T0000617,09-06-2025 10:00,C00474,148.77,TRANSFER_OUT,Fuel,Web,Abu Dhabi,PK,DEV671268,0,0
T0005841,09-06-2025 10:00,C00678,107.54,TRANSFER_IN,Entertainment,Web,Dubai,AE,DEV987085,0,0
T0007612,09-06-2025 10:11,C00900,391.31,BILL_PAYMENT,Fashion,Mobile,Abu Dhabi,AE,DEV777917,0,0
T0000293,09-06-2025 10:40,C00118,325.87,POS,Utilities,Mobile,Abu Dhabi,AE,DEV651916,0,0
T0006782,09-06-2025 10:41,C00174,655.17,POS,Entertainment,Mobile,Abu Dhabi,QA,DEV347432,0,0
T0002043,09-06-2025 13:19,C00664,300.25,TRANSFER_IN,Electronics,Web,Dubai,AE,DEV953619,0,0
T0002447,09-06-2025 13:27,C00631,311.56,POS,Restaurants,Mobile,Dubai,IN,DEV348588,0,0
T0007917,09-06-2025 13:58,C00130,802.93,TRANSFER_IN,Entertainment,Web,Umm Al Quwain,AE,DEV472454,0,0
T0002864,09-06-2025 14:28,C00184,433.85,TRANSFER_IN,Healthcare,Mobile,Abu Dhabi,UK,DEV296583,0,0
T0006329,09-06-2025 14:56,C00598,237.64,POS,Electronics,Web,Dubai,AE,DEV991965,0,0
T0004942,09-06-2025 15:04,C00733,443.8,TRANSFER_IN,Fashion,ATM,Sharjah,AE,DEV918324,0,0
T0000211,09-06-2025 15:42,C00110,84.21,TRANSFER_OUT,Fashion,Branch,Abu Dhabi,AE,DEV763532,0,0
T0005400,09-06-2025 16:04,C00071,280.31,TRANSFER_OUT,Entertainment,Mobile,Sharjah,AE,DEV794428,0,0
T0008514,09-06-2025 16:30,C00431,87.33,ONLINE,Entertainment,Branch,Abu Dhabi,AE,DEV470053,0,0
T0008056,09-06-2025 16:42,C00146,52.56,TRANSFER_IN,Restaurants,Web,Dubai,AE,DEV186739,0,0
T0000285,09-06-2025 16:43,C00263,179.23,POS,Utilities,Web,Dubai,AE,DEV646993,0,0
T0000329,09-06-2025 17:05,C00581,178.86,POS,Education,Web,Ras Al Khaimah,AE,DEV739188,0,1
T0005226,09-06-2025 17:52,C00831,450.47,POS,Fashion,Mobile,Sharjah,AE,DEV307939,0,0
T0009223,09-06-2025 17:55,C00216,19.93,TRANSFER_OUT,Travel,Mobile,Dubai,AE,DEV546929,0,0
T0007880,09-06-2025 18:19,C00711,147.67,POS,Fuel,Web,Dubai,IN,DEV413425,0,0
T0008440,09-06-2025 18:25,C00165,187.1,ONLINE,Electronics,Web,Fujairah,AE,DEV315513,0,0
T0005048,09-06-2025 18:45,C00422,1418.96,TRANSFER_IN,Entertainment,Mobile,Dubai,AE,DEV733978,0,0
T0003744,09-06-2025 18:48,C00942,132.96,ONLINE,Restaurants,ATM,Fujairah,AE,DEV950150,0,0
T0005456,09-06-2025 19:07,C00110,56.32,POS,Fuel,Mobile,Abu Dhabi,AE,DEV279313,0,0
T0007572,09-06-2025 19:50,C00199,394.87,TRANSFER_OUT,Restaurants,ATM,Abu Dhabi,AE,DEV831942,0,0
T0002453,09-06-2025 19:56,C00870,351.51,ATM,Education,Mobile,Dubai,AE,DEV364231,0,0
T0005343,09-06-2025 21:28,C00498,305,POS,Grocery,ATM,Dubai,SA,DEV953151,0,0
T0006047,09-06-2025 22:02,C00266,57.83,TRANSFER_OUT,Utilities,Mobile,Ras Al Khaimah,AE,DEV343672,0,0
T0008768,10-06-2025 00:31,C00737,41.97,POS,Healthcare,Web,Abu Dhabi,IN,DEV226556,0,0
T0008639,10-06-2025 00:34,C00620,75.16,ATM,Fuel,ATM,Sharjah,AE,DEV346321,0,0
T0003606,10-06-2025 00:58,C00395,136.6,ONLINE,Fuel,Mobile,Dubai,AE,DEV799575,0,0
T0002080,10-06-2025 01:31,C00447,117.26,BILL_PAYMENT,Fashion,Mobile,Ajman,AE,DEV310331,0,0
T0007150,10-06-2025 02:45,C00676,59.29,POS,Education,Web,Sharjah,AE,DEV330867,0,0
T0008299,10-06-2025 02:52,C00858,96.32,TRANSFER_OUT,Education,Web,Dubai,AE,DEV441456,0,0
T0007456,10-06-2025 02:55,C00037,1538.03,ATM,Entertainment,Web,Dubai,AE,DEV595152,0,0
T0005079,10-06-2025 03:32,C00534,401.45,POS,Restaurants,Mobile,Abu Dhabi,IN,DEV115095,0,0
T0004618,10-06-2025 05:33,C00776,1203.14,BILL_PAYMENT,Fuel,Web,Dubai,AE,DEV820818,0,0
T0009078,10-06-2025 06:04,C00728,743.12,ONLINE,Grocery,Web,Dubai,AE,DEV764305,0,0
T0007788,10-06-2025 06:54,C00141,464.09,ATM,Education,Mobile,Dubai,AE,DEV234878,0,0
T0005482,10-06-2025 07:06,C00848,769.96,TRANSFER_OUT,Entertainment,Web,Ajman,AE,DEV449673,0,0
T0003419,10-06-2025 07:16,C00655,342.77,ATM,Electronics,Mobile,Al Ain,AE,DEV921952,0,0
T0004667,10-06-2025 08:57,C00776,88.09,ONLINE,Education,Mobile,Dubai,AE,DEV180771,0,0
T0005842,10-06-2025 09:11,C00772,885.71,ONLINE,Travel,Branch,Dubai,AE,DEV796062,0,0
T0009150,10-06-2025 09:16,C00713,1135.89,ONLINE,Restaurants,Mobile,Dubai,AE,DEV722741,0,0
T0001022,10-06-2025 09:17,C00220,474.18,ONLINE,Utilities,Web,Ajman,AE,DEV333664,0,1
T0006219,10-06-2025 10:27,C00010,98.54,BILL_PAYMENT,Healthcare,ATM,Sharjah,PK,DEV734581,0,0
T0000985,10-06-2025 10:45,C00962,188.1,ONLINE,Entertainment,Mobile,Sharjah,AE,DEV915218,0,0
T0007915,10-06-2025 11:31,C00787,391.54,POS,Utilities,Mobile,Fujairah,AE,DEV512858,0,0
T0004121,10-06-2025 11:42,C00994,143.89,POS,Restaurants,Mobile,Abu Dhabi,AE,DEV939301,0,0
T0001588,10-06-2025 12:06,C00863,296.25,ATM,Travel,Mobile,Abu Dhabi,SA,DEV482677,0,0
T0006994,10-06-2025 12:23,C00811,532.35,TRANSFER_OUT,Fuel,Web,Fujairah,AE,DEV647851,0,0
T0003554,10-06-2025 13:37,C00108,63.87,TRANSFER_IN,Utilities,Mobile,Sharjah,AE,DEV402553,0,0
T0001618,10-06-2025 14:29,C00831,82.1,TRANSFER_OUT,Restaurants,Web,Sharjah,AE,DEV701732,0,0
T0003251,10-06-2025 14:37,C00706,595.42,POS,Restaurants,ATM,Ajman,AE,DEV243762,0,0
T0004103,10-06-2025 15:42,C00232,990.88,ATM,Restaurants,ATM,Abu Dhabi,AE,DEV390623,0,0
T0003047,10-06-2025 16:21,C00725,66.58,TRANSFER_OUT,Electronics,Mobile,Fujairah,AE,DEV920271,0,0
T0005830,10-06-2025 16:28,C00089,390.83,ATM,Healthcare,Web,Sharjah,AE,DEV741459,0,0
T0002876,10-06-2025 17:20,C00663,761.38,POS,Entertainment,Mobile,Ras Al Khaimah,AE,DEV837613,0,0
T0005653,10-06-2025 17:56,C00148,375.14,POS,Restaurants,Mobile,Umm Al Quwain,AE,DEV290894,0,0
T0007986,10-06-2025 18:21,C00344,92.98,ONLINE,Restaurants,Mobile,Al Ain,AE,DEV568697,0,0
T0000899,10-06-2025 18:56,C00382,79.9,TRANSFER_OUT,Utilities,Web,Abu Dhabi,AE,DEV166143,0,0
T0005209,10-06-2025 19:21,C00620,200.7,ONLINE,Utilities,Mobile,Sharjah,AE,DEV296449,0,0
T0005391,10-06-2025 19:29,C00550,107.57,ONLINE,Travel,Web,Dubai,AE,DEV385313,0,0
T0004228,10-06-2025 19:34,C00405,111.69,ATM,Travel,POS,Abu Dhabi,AE,DEV670115,0,0
T0005318,10-06-2025 20:13,C00979,661.89,POS,Grocery,ATM,Sharjah,AE,DEV773285,0,0
T0005253,10-06-2025 20:55,C00357,306.71,ONLINE,Restaurants,Mobile,Abu Dhabi,AE,DEV531436,0,0
T0001543,10-06-2025 21:06,C00155,167.51,ONLINE,Electronics,Mobile,Dubai,IN,DEV641850,0,0
T0005120,10-06-2025 21:20,C00222,245.12,ONLINE,Education,Web,Abu Dhabi,AE,DEV461753,0,0
T0001232,10-06-2025 21:29,C00440,456.29,POS,Electronics,Mobile,Abu Dhabi,AE,DEV638333,0,0
T0006344,10-06-2025 21:58,C00628,95.74,ONLINE,Electronics,Mobile,Dubai,AE,DEV961910,0,0
T0003244,10-06-2025 22:12,C00410,205.47,POS,Education,Web,Dubai,AE,DEV553819,0,0
T0008158,10-06-2025 22:31,C00597,2505.69,POS,Education,Branch,Ajman,AE,DEV351757,0,0
T0006733,10-06-2025 23:25,C00262,23.27,BILL_PAYMENT,Entertainment,Web,Dubai,AE,DEV515266,0,0
T0005763,10-06-2025 23:34,C00974,197.18,POS,Healthcare,Mobile,Fujairah,AE,DEV339021,0,0
T0000200,10-06-2025 23:35,C00948,1943.56,ONLINE,Education,Branch,Ajman,AE,DEV501731,0,0
T0008005,10-06-2025 23:53,C00225,952.61,ONLINE,Fuel,ATM,Sharjah,IN,DEV952147,0,0
T0002348,11-06-2025 00:34,C00298,155.44,TRANSFER_IN,Healthcare,Web,Abu Dhabi,AE,DEV734703,0,0
T0000080,11-06-2025 01:07,C00511,800.37,ONLINE,Fuel,POS,Sharjah,UK,DEV628501,0,0
T0003207,11-06-2025 01:21,C00637,364.99,ATM,Electronics,Mobile,Dubai,AE,DEV436598,0,0
T0009081,11-06-2025 01:39,C00494,139.42,ONLINE,Restaurants,Mobile,Sharjah,AE,DEV254426,0,0
T0009771,11-06-2025 01:56,C00118,447.26,ONLINE,Fashion,Mobile,Ajman,AE,DEV337181,0,0
T0003787,11-06-2025 01:58,C00535,361.75,ATM,Travel,POS,Sharjah,AE,DEV492251,0,0
T0008798,11-06-2025 02:33,C00461,79.45,ATM,Restaurants,Web,Dubai,AE,DEV851218,0,0
T0009972,11-06-2025 02:55,C00215,371.49,TRANSFER_OUT,Electronics,Mobile,Abu Dhabi,AE,DEV419997,0,0
T0001520,11-06-2025 03:30,C00691,224.41,TRANSFER_OUT,Grocery,Mobile,Dubai,AE,DEV198948,0,0
T0006506,11-06-2025 04:04,C00488,124.53,POS,Fuel,Mobile,Abu Dhabi,AE,DEV343821,0,0
T0006974,11-06-2025 05:15,C00396,193.91,ONLINE,Healthcare,Mobile,Dubai,AE,DEV237626,0,0
T0004439,11-06-2025 05:23,C00991,126.52,ONLINE,Fuel,Mobile,Ras Al Khaimah,PK,DEV875210,0,0
T0004001,11-06-2025 06:08,C00226,205.77,ONLINE,Grocery,Web,Sharjah,AE,DEV918503,0,0
T0008716,11-06-2025 06:39,C00396,231.09,ATM,Entertainment,ATM,Dubai,AE,DEV262168,0,0
T0002639,11-06-2025 06:49,C00500,81.11,ONLINE,Travel,Mobile,Dubai,AE,DEV817940,0,0
T0006683,11-06-2025 06:52,C00248,912.2,ONLINE,Restaurants,POS,Dubai,AE,DEV424694,0,0
T0009767,11-06-2025 07:08,C00147,1010.98,BILL_PAYMENT,Fuel,Mobile,Dubai,AE,DEV741247,0,0
T0008742,11-06-2025 07:48,C00655,301.22,ONLINE,Restaurants,Mobile,Abu Dhabi,OM,DEV498791,0,0
T0004126,11-06-2025 08:06,C00425,56.35,POS,Electronics,Web,Ras Al Khaimah,AE,DEV531531,0,0
T0004312,11-06-2025 08:07,C00487,3486.76,TRANSFER_IN,Electronics,Mobile,Dubai,AE,DEV286730,0,0
T0004194,11-06-2025 08:20,C00259,491.76,POS,Electronics,Web,Abu Dhabi,UK,DEV815232,0,0
T0005244,11-06-2025 08:41,C00954,74.57,ONLINE,Fuel,Mobile,Dubai,AE,DEV384002,0,0
T0006345,11-06-2025 08:57,C00608,364.81,ATM,Travel,Web,Dubai,AE,DEV828107,0,0
T0004566,11-06-2025 10:03,C00754,288.47,ONLINE,Entertainment,Mobile,Abu Dhabi,AE,DEV207584,0,0
T0000418,11-06-2025 10:33,C00417,252.8,TRANSFER_IN,Travel,ATM,Fujairah,AE,DEV724190,0,0
T0007346,11-06-2025 10:51,C00610,1065.17,TRANSFER_OUT,Electronics,Branch,Abu Dhabi,AE,DEV742481,0,0
T0008579,11-06-2025 11:08,C00004,170.59,TRANSFER_OUT,Fuel,Web,Abu Dhabi,AE,DEV455439,0,0
T0009915,11-06-2025 11:31,C00087,773.5,TRANSFER_IN,Grocery,Mobile,Dubai,SA,DEV395401,0,1
T0008682,11-06-2025 12:04,C00358,966.64,POS,Grocery,Web,Abu Dhabi,AE,DEV635749,0,0
T0007540,11-06-2025 12:15,C00929,274.41,ONLINE,Fashion,POS,Abu Dhabi,AE,DEV181656,0,0
T0006963,11-06-2025 12:22,C00158,184.48,TRANSFER_OUT,Education,Web,Abu Dhabi,AE,DEV111617,0,0
T0008193,11-06-2025 12:48,C00946,55.36,ONLINE,Restaurants,Mobile,Abu Dhabi,AE,DEV144088,0,0
T0002265,11-06-2025 12:49,C00795,109.77,POS,Fuel,Mobile,Sharjah,AE,DEV656118,0,0
T0009460,11-06-2025 13:11,C00406,403.32,ATM,Restaurants,POS,Dubai,AE,DEV743989,0,0
T0006617,11-06-2025 13:35,C00520,444.91,ONLINE,Restaurants,Branch,Umm Al Quwain,AE,DEV404508,0,0
T0007660,11-06-2025 13:41,C00611,313.31,BILL_PAYMENT,Healthcare,Mobile,Dubai,AE,DEV463009,0,0
T0008300,11-06-2025 14:55,C00876,263.41,POS,Fashion,Mobile,Dubai,AE,DEV964646,0,0
T0008016,11-06-2025 15:02,C00539,179.71,ONLINE,Fashion,Mobile,Abu Dhabi,AE,DEV397201,0,0
T0003386,11-06-2025 16:29,C00925,335.99,TRANSFER_OUT,Travel,Mobile,Umm Al Quwain,AE,DEV429909,0,0
T0007927,11-06-2025 16:34,C00505,237.68,POS,Healthcare,Web,Dubai,PK,DEV949586,0,0
T0006707,11-06-2025 18:16,C00463,210.17,POS,Travel,Mobile,Sharjah,AE,DEV444346,0,1
T0006239,11-06-2025 19:00,C00749,406.98,POS,Travel,Mobile,Abu Dhabi,AE,DEV774742,0,0
T0009672,11-06-2025 19:03,C00312,89.43,POS,Entertainment,Mobile,Dubai,AE,DEV892498,0,0
T0005346,11-06-2025 19:30,C00416,637.31,POS,Education,Web,Abu Dhabi,AE,DEV577542,0,1
T0006896,11-06-2025 20:17,C00364,1118.4,TRANSFER_OUT,Healthcare,Mobile,Ajman,AE,DEV699536,0,0
T0003229,11-06-2025 21:52,C00851,178.64,POS,Electronics,Branch,Abu Dhabi,AE,DEV843035,0,0
T0007114,11-06-2025 21:58,C00866,620.04,POS,Fuel,Mobile,Al Ain,AE,DEV698591,0,0
T0000274,11-06-2025 22:02,C00646,272.38,ONLINE,Grocery,Web,Abu Dhabi,AE,DEV355575,0,0
T0005722,11-06-2025 22:15,C00476,180.76,ATM,Entertainment,Web,Abu Dhabi,QA,DEV251962,0,0
T0002763,11-06-2025 22:16,C00716,93.35,ATM,Electronics,Mobile,Ras Al Khaimah,AE,DEV179070,0,0
T0002000,11-06-2025 22:17,C00672,217.57,ONLINE,Restaurants,POS,Ajman,AE,DEV903566,0,0
T0002323,11-06-2025 22:31,C00892,115.78,ONLINE,Entertainment,ATM,Al Ain,AE,DEV513726,0,0
T0000419,11-06-2025 22:46,C00808,59.6,ATM,Fuel,Mobile,Dubai,AE,DEV355103,0,0
T0003934,11-06-2025 23:05,C00379,421.33,TRANSFER_IN,Education,Web,Dubai,AE,DEV644516,0,0
T0006717,11-06-2025 23:36,C00275,583.47,TRANSFER_OUT,Travel,Mobile,Dubai,AE,DEV945738,0,0
T0004560,11-06-2025 23:42,C00592,214.61,TRANSFER_IN,Healthcare,Mobile,Dubai,AE,DEV455002,0,0
T0002382,12-06-2025 00:20,C00489,245.63,ONLINE,Entertainment,Mobile,Abu Dhabi,AE,DEV959876,0,0
T0001222,12-06-2025 01:06,C00558,893.47,POS,Utilities,Web,Dubai,AE,DEV846373,0,0
T0008176,12-06-2025 01:45,C00947,276.47,TRANSFER_OUT,Grocery,ATM,Abu Dhabi,SA,DEV435258,0,0
T0009009,12-06-2025 02:39,C00060,160.66,POS,Fashion,Mobile,Dubai,AE,DEV466694,0,0
T0009357,12-06-2025 03:11,C00179,393,ATM,Travel,ATM,Abu Dhabi,AE,DEV674649,0,0
T0003643,12-06-2025 03:21,C00438,34.81,POS,Restaurants,Mobile,Dubai,AE,DEV179505,0,0
T0001969,12-06-2025 03:40,C00522,58.73,POS,Education,Branch,Abu Dhabi,AE,DEV638291,0,0
T0005412,12-06-2025 03:49,C00904,566.44,TRANSFER_OUT,Healthcare,Web,Abu Dhabi,AE,DEV996305,0,0
T0004383,12-06-2025 07:18,C00857,7.94,POS,Grocery,POS,Dubai,AE,DEV366213,0,0
T0001144,12-06-2025 07:24,C00063,281.52,POS,Grocery,Web,Dubai,AE,DEV157494,0,1
T0009830,12-06-2025 07:28,C00794,137.68,BILL_PAYMENT,Electronics,Mobile,Ras Al Khaimah,UK,DEV470474,0,0
T0007531,12-06-2025 07:54,C00019,42.76,POS,Healthcare,Web,Abu Dhabi,AE,DEV636799,0,0
T0007037,12-06-2025 09:13,C00578,12.3,ONLINE,Restaurants,Mobile,Abu Dhabi,AE,DEV130680,0,0
T0004929,12-06-2025 09:56,C00946,124.77,BILL_PAYMENT,Healthcare,Mobile,Abu Dhabi,QA,DEV862956,0,0
T0009957,12-06-2025 09:58,C00066,244.04,TRANSFER_OUT,Restaurants,Mobile,Dubai,QA,DEV175379,0,0
T0005796,12-06-2025 10:19,C00727,308.8,BILL_PAYMENT,Healthcare,Mobile,Dubai,SA,DEV344668,0,0
T0009543,12-06-2025 10:23,C00438,343.83,ONLINE,Healthcare,Web,Dubai,AE,DEV284925,0,0
T0001157,12-06-2025 10:39,C00727,104.04,TRANSFER_IN,Utilities,Web,Dubai,AE,DEV544789,0,0
T0006337,12-06-2025 11:06,C00148,192.77,POS,Fashion,Branch,Umm Al Quwain,AE,DEV925440,0,0
T0002116,12-06-2025 12:11,C00868,250,ONLINE,Grocery,Web,Ras Al Khaimah,AE,DEV749929,0,0
T0001387,12-06-2025 12:38,C00541,39.81,POS,Education,Mobile,Abu Dhabi,AE,DEV866333,0,0
T0000391,12-06-2025 13:06,C00675,89.36,TRANSFER_OUT,Grocery,Mobile,Umm Al Quwain,AE,DEV403233,0,0
T0003690,12-06-2025 13:08,C00240,350.82,ONLINE,Education,Web,Dubai,AE,DEV587004,0,0
